HVG,seq30K,seq50K,seq60K,seq75K,seq100K,seq250K,seq30K_gene.mean,seq30K_gene.dispersion,seq30K_gene.dispersion.scaled,seq50K_gene.mean,seq50K_gene.dispersion,seq50K_gene.dispersion.scaled,seq60K_gene.mean,seq60K_gene.dispersion,seq60K_gene.dispersion.scaled,seq75K_gene.mean,seq75K_gene.dispersion,seq75K_gene.dispersion.scaled,seq100K_gene.mean,seq100K_gene.dispersion,seq100K_gene.dispersion.scaled,seq250K_gene.mean,seq250K_gene.dispersion,seq250K_gene.dispersion.scaled
ZNF844,0,0,1,0,0,0,0.024281168,0.775297016,0.093049576,0.023867389,0.557672165,-0.062837708,0.024883477,0.500629131,-0.114527957,0.025181554,0.467963265,-0.074958178,0.02748184,0.705967328,0.862007105,0.028681961,0.515767766,0.506875587
CTC-425F1.4,0,0,1,1,1,1,0.022320196,0.911043133,0.544267226,0.027898874,0.739802436,0.540295733,0.033943056,0.769233463,0.775143062,0.041322412,0.721577856,0.765063892,0.052335487,0.653717647,0.687615579,0.088284481,0.644352409,0.929468775
LYL1,0,0,1,1,1,1,0.168190002,0.841774856,0.314020719,0.185126057,0.715711843,0.460518537,0.19989057,0.804498858,0.891949072,0.213197976,0.76926312,0.92300699,0.229839222,0.803084498,1.186150931,0.258612647,0.795145729,1.425050735
NANOS3,0,0,1,0,0,0,0.037349967,0.884592138,0.456344594,0.040027799,0.688266463,0.369631798,0.04050882,0.614531284,0.262738647,0.04289602,0.562677547,0.2387544,0.04909151,0.641920884,0.64824203,0.050454179,0.503389954,0.466195932
CTB-55O6.12,0,0,1,0,0,0,0.045317809,0.828100321,0.268566814,0.042784009,0.63731,0.20088694,0.041848756,0.600428067,0.216025985,0.041450932,0.541931456,0.170039212,0.04236922,0.656632629,0.69734479,0.043778587,0.459388685,0.321585844
RASAL3,0,0,1,1,1,1,0.178571118,0.879606575,0.439772673,0.178222318,0.755474798,0.592195538,0.179321353,0.724313169,0.626358106,0.186147519,0.708992664,0.723379227,0.192349783,0.722551298,0.917358715,0.219296558,0.595600369,0.769245287
SLC35E1,0,0,1,1,0,0,0.131959055,0.856615297,0.363350081,0.134912339,0.703413769,0.419792855,0.134957843,0.649034029,0.377018608,0.139809915,0.612172246,0.402690706,0.145907874,0.645332259,0.659628028,0.145685558,0.572750566,0.694149453
SLC27A1,0,0,1,1,0,0,0.034075162,0.748533846,0.00408928,0.035967137,0.617570872,0.135519836,0.035504522,0.558168731,0.076054654,0.036227299,0.592187924,0.336498651,0.039040365,0.65796316,0.701785648,0.047383441,0.572732343,0.694089564
ZNF708,0,0,1,0,0,0,0.118799669,0.721986052,-0.08415511,0.131348943,0.727421139,0.499294454,0.136651558,0.670786709,0.449067816,0.14099957,0.63345913,0.473197108,0.1459874,0.633595402,0.620454422,0.156739218,0.503369161,0.466127595
ANKRD27,0,0,1,0,0,1,0.085772158,0.620659352,-0.420963236,0.098103136,0.580516468,0.012812339,0.102934031,0.537788459,0.008551134,0.10621732,0.684548918,0.642416669,0.114927576,0.628073669,0.602024772,0.12845212,0.529110694,0.550727096
ZNF790,0,0,1,1,0,1,0.172645136,0.856720391,0.36369941,0.169493493,0.722508645,0.483026486,0.170770347,0.688279795,0.507008397,0.173658966,0.690561653,0.662332046,0.174654292,0.630312313,0.609496597,0.179754102,0.623522266,0.86101055
ZNF570,0,0,1,0,0,0,0.085756736,0.888750385,0.470166535,0.089114614,0.710534688,0.443374133,0.088580235,0.661201632,0.417320132,0.088305429,0.620753826,0.431114609,0.089633583,0.641022315,0.645242915,0.088098602,0.522515789,0.529052954
ZNF571-AS1,0,0,1,1,1,1,0.023935427,1.645146723,2.984414356,0.024150842,1.353355562,2.572107387,0.027555643,1.269059689,2.430667024,0.02855246,1.161935884,2.22361744,0.027990255,1.081449658,2.115238423,0.030142307,0.866668474,1.660110102
SAMD4B,0,0,1,1,0,1,0.232019751,0.910783527,0.543404303,0.237954999,0.729893371,0.507481371,0.238334499,0.677580219,0.471569271,0.242324665,0.711707201,0.732370316,0.243125378,0.683792458,0.787994992,0.249325577,0.623908455,0.862279758
RPS19,0,0,1,0,0,0,3.798739926,1.783567479,0.517670771,3.783667773,1.720421212,0.454690831,3.77617211,1.698998173,0.445618232,3.765579319,1.669343729,0.505550656,3.75016131,1.639383128,0.75131878,3.711759434,1.549444295,0.298366963
ZNF284,0,0,1,0,0,1,0.030567871,0.896597789,0.496251162,0.030731493,0.641854377,0.21593587,0.030960747,0.578810488,0.144424262,0.034172131,0.699785281,0.69288254,0.038528189,0.692419987,0.816790726,0.047512409,0.529413464,0.551722149
PPM1N,0,0,1,1,1,1,0.049250272,0.901111765,0.511255538,0.052996431,0.756038122,0.594061015,0.055061759,0.777029136,0.800963882,0.054597635,0.71397985,0.739897782,0.053530907,0.652684804,0.684168304,0.054527811,0.670044167,1.01390469
MAMSTR,0,0,1,0,0,1,0.023299931,1.240042233,1.637854318,0.02344193,0.928470226,1.165078491,0.024916575,0.890253488,1.175985477,0.026947901,0.862577802,1.232083814,0.02718989,0.774359694,1.090277381,0.037098849,0.514574278,0.502953191
LENG8-AS1,0,0,1,1,0,0,0.027147449,0.697508297,-0.165518726,0.030431268,0.534676954,-0.138987491,0.03355275,0.670976561,0.449696643,0.03325827,0.635395753,0.479611589,0.034512196,0.798814253,1.171898319,0.032367015,0.620172917,0.850002921
ZNF787,0,0,1,1,0,1,0.040275227,0.79515213,0.159047619,0.041301704,0.699547548,0.406989672,0.04323622,0.654018216,0.393527228,0.045098998,0.799081731,1.021772171,0.045808097,0.714477702,0.890411818,0.048417424,0.566466384,0.6734965
LINC00528,0,0,1,1,1,1,0.209956083,0.884481164,0.45597572,0.206380081,0.747894615,0.567093387,0.206477813,0.734302308,0.659444121,0.210810382,0.839395189,1.15529838,0.212126839,0.78834003,1.136938953,0.212069459,0.663916734,0.99376689
ZNF70,0,0,1,1,0,0,0.019614204,0.771424173,0.080176316,0.022502166,0.536953311,-0.13144922,0.022873858,0.468011771,-0.222563148,0.024862524,0.489211446,-0.004579967,0.027936912,0.750328719,1.010070224,0.028024482,0.560758707,0.65473823
MORC3,0,0,1,1,1,1,0.24085897,0.922459483,0.58221497,0.247855356,0.751997592,0.580680597,0.252082014,0.7255935,0.630598817,0.251527764,0.673152469,0.604669358,0.254661122,0.686838699,0.7981623,0.253784613,0.575109373,0.701901668
TMPRSS3,0,0,1,1,0,0,0.065230233,0.858462487,0.369490106,0.0582742,0.659260784,0.273578053,0.058137191,0.609480489,0.246009409,0.058886529,0.669778846,0.593495247,0.062274424,0.663491991,0.720238991,0.063998679,0.570168163,0.685662392
ITGB2-AS1,0,0,1,1,0,1,0.159876788,0.889371405,0.472230793,0.161716824,0.75361924,0.586050765,0.158909083,0.701886209,0.55207555,0.163899854,0.72633321,0.780814571,0.162803198,0.660984624,0.711870259,0.166833897,0.556333539,0.640194925
AP001469.9,0,0,1,1,1,1,0.027704683,0.905220261,0.524912104,0.030623859,0.74858283,0.569372444,0.03140908,0.722182829,0.619301995,0.034027685,0.717298391,0.750889452,0.034670505,0.665160771,0.725808806,0.042304941,0.681324965,1.050979011
HES4,0,0,0,1,0,0,0.088991424,0.733933037,-0.044443545,0.113941298,0.553264671,-0.077433341,0.127355599,0.53979736,0.015205015,0.144085849,0.509511249,0.062657024,0.174436951,0.554274038,0.355706898,0.272058979,0.589317587,0.748596938
ATAD3C,0,0,0,1,0,0,0.026799734,0.862569438,0.383141536,0.034573649,0.59886179,0.073563781,0.036912918,0.516393121,-0.062314485,0.043467745,0.498784407,0.027127586,0.049647594,0.397143422,-0.168741241,0.083623258,0.555822886,0.638516665
AJAP1,0,0,0,1,0,0,0.055967737,0.81662029,0.230407397,0.064596056,0.672067419,0.315987859,0.065578433,0.629411141,0.312023696,0.069074342,0.608178734,0.389463399,0.071286963,0.544971146,0.324657033,0.078103782,0.549318471,0.617139919
RP4-798A10.2,0,0,0,1,0,0,0.019787454,0.891343141,0.478784808,0.020545588,0.771565768,0.645481585,0.021143396,0.7182071,0.60613359,0.02404156,0.819397411,1.089061753,0.024345943,0.841706638,1.315058396,0.026054017,0.690733483,1.081900088
PIGV,0,0,0,1,0,0,0.089889875,0.874675682,0.423382475,0.092308387,0.666413138,0.297263427,0.092998278,0.62557083,0.299303823,0.095218352,0.574046164,0.276409524,0.096653297,0.519149905,0.238474582,0.094638097,0.55279972,0.628581036
MARCKSL1,0,0,0,1,0,0,1.923984609,1.293269884,0.286497648,1.905097873,1.180350821,0.310021975,1.896427211,1.150662059,0.316369415,1.886855118,1.112715203,0.310319187,1.87428165,1.083243841,0.478649529,1.8586997,0.996216496,0.658490803
ZMYM6,0,0,0,1,0,0,0.054081884,0.647854151,-0.330568216,0.057381067,0.468897441,-0.356819613,0.060238252,0.481674331,-0.177310029,0.061400471,0.412101193,-0.259984494,0.065403337,0.363474202,-0.281117555,0.073687925,0.839801935,1.571813271
AGO4,0,0,0,1,1,1,0.055656836,0.835850725,0.294329014,0.06188532,0.725103531,0.491619579,0.064569308,0.735222105,0.662490673,0.068956126,0.702667472,0.702428931,0.071346733,0.615675277,0.560643189,0.076920676,0.557495155,0.644012575
PTPRF,0,0,0,1,0,0,0.246691488,0.716058483,-0.103858243,0.256567629,0.622751703,0.152676416,0.260211037,0.585162444,0.165463204,0.262496548,0.561690699,0.235485762,0.266187792,0.526741437,0.263812513,0.277608409,0.569392523,0.683113252
FAM73A,0,0,0,1,0,0,0.092257779,0.91382241,0.553505493,0.103491196,0.669947653,0.308968151,0.104956432,0.606367389,0.235698203,0.110383151,0.65504405,0.544690668,0.111816043,0.626339592,0.596237017,0.120314516,0.647926582,0.941215288
GBP5,0,0,0,1,0,0,0.102940491,0.786611309,0.130658083,0.10720954,0.665511763,0.29427848,0.106663748,0.663575953,0.425184354,0.107199234,0.6300667,0.461960705,0.106966244,0.571160745,0.412068938,0.109944968,0.573316179,0.696008338
RNPC3,0,0,0,1,0,0,0.251175429,0.875495705,0.426108215,0.249365837,0.719713229,0.473769328,0.249798314,0.681315358,0.483940796,0.250733279,0.624415341,0.443242277,0.254850094,0.602045263,0.515150874,0.267474956,0.72379744,1.19056472
PSRC1,0,0,0,1,0,1,0.130979004,0.876247088,0.428605801,0.139191026,0.679753799,0.34144169,0.139884628,0.686981389,0.50270782,0.141038492,0.676187574,0.614722232,0.141256615,0.620231635,0.57585075,0.152446927,0.561537104,0.657296431
RP4-773N10.4,0,0,0,1,0,0,0.016921474,0.634903589,-0.37361565,0.019234246,0.544431829,-0.106683736,0.019410269,0.476727301,-0.193695578,0.019640897,0.419559243,-0.235281944,0.019525329,0.362235082,-0.285253315,0.029877719,0.82107791,1.510276798
TRIM33,0,0,0,1,0,0,0.402010796,0.846723934,0.25356688,0.400879148,0.664892288,0.170857127,0.399353289,0.650019599,0.293260574,0.398205244,0.604831211,0.294356148,0.396209335,0.544446376,0.201256405,0.393444745,0.550911825,0.634246814
RP11-763B22.4,0,0,0,1,0,0,0.014625159,2.140174183,4.629876726,0.015375285,1.775570421,3.970292866,0.016275119,1.64961973,3.691157639,0.016357539,1.551489552,3.513896827,0.023158969,1.466065192,3.398953246,0.027461849,1.266579522,2.974417007
HIST2H2AC,0,0,0,1,0,0,0.151302844,0.630767066,-0.387365376,0.169590168,0.550437993,-0.086794027,0.17857609,0.557565116,0.074055359,0.188573915,0.545546807,0.182013976,0.196289758,0.516018845,0.228024176,0.209576569,0.546698157,0.608528261
TRIM46,0,0,0,1,0,0,0.075892293,0.72617207,-0.07024086,0.079853436,0.709337724,0.439410325,0.081853846,0.669978364,0.446390414,0.087210702,0.589133858,0.326382973,0.088764508,0.533823505,0.28745003,0.108137903,0.833162088,1.549991427
KIAA0907,0,0,0,1,0,0,0.405180723,0.779292373,-0.091904688,0.414525012,0.646679674,0.083975046,0.416061787,0.598525844,0.052029984,0.4172413,0.547906702,0.030899366,0.421725136,0.502929963,0.011781963,0.442515424,0.564587238,0.697289927
PYHIN1,0,0,0,1,0,0,0.176004562,0.728468898,-0.062606244,0.181354287,0.559718034,-0.056062711,0.181911217,0.524617296,-0.035074379,0.182364364,0.47208018,-0.061322135,0.184651592,0.465258586,0.058603831,0.193645595,0.627474488,0.87399952
XCL1,0,0,0,1,0,0,0.060210341,0.709144942,-0.126838728,0.06408296,0.620979933,0.146809112,0.066623306,0.56400959,0.09540074,0.065903638,0.502916601,0.040814236,0.070157944,0.580272454,0.442480699,0.079260043,0.626427508,0.870558623
KIAA1614,0,0,0,1,0,0,0.042930469,0.556522644,-0.634152501,0.043969659,0.402983369,-0.575097337,0.043768219,0.370545617,-0.545390454,0.047327255,0.410562357,-0.265081424,0.047947313,0.352664018,-0.317198246,0.051744547,0.551395401,0.623965742
LAX1,0,0,0,1,0,0,0.19911542,0.846226179,0.328816839,0.195096989,0.683292917,0.353161654,0.197278374,0.636361084,0.33504329,0.193559966,0.578426497,0.290918062,0.1922088,0.530531911,0.276463817,0.190336554,0.589826703,0.750270145
SRGAP2,0,0,0,1,0,0,0.023940707,0.678166049,-0.229812011,0.028826827,0.533737256,-0.142099348,0.028541959,0.47074571,-0.213507797,0.028183601,0.403833417,-0.287369015,0.029553366,0.327697557,-0.400527734,0.034532437,0.576523328,0.706548627
C1orf132,0,0,0,1,0,0,0.114024728,0.86686815,0.397430377,0.124912553,0.747822407,0.566854264,0.125497804,0.700636146,0.547935094,0.126888772,0.636951513,0.484764578,0.131334211,0.615295895,0.559376942,0.146445593,0.609200338,0.813941559
C1orf74,0,0,0,1,0,0,0.028759765,0.764352667,0.056670758,0.027937526,0.554249038,-0.074173563,0.026871203,0.490673315,-0.147503602,0.026703275,0.423363044,-0.222683,0.027323981,0.340042917,-0.359323153,0.031927731,0.654442466,0.962629729
LINC01376,0,0,0,1,0,0,0.03796878,0.774964702,0.091944972,0.041837384,0.661710462,0.281690282,0.041599521,0.606196704,0.23513286,0.044256288,0.551840125,0.2028587,0.046869095,0.542258398,0.315602812,0.05229242,0.554079389,0.632786664
AC074117.10,0,0,0,1,0,0,0.078622742,0.849422224,0.339440433,0.089105566,0.610670395,0.112668566,0.098754151,0.635585463,0.332474282,0.115119013,0.645485933,0.513032277,0.131708064,0.559005632,0.371499339,0.211196605,0.544802466,0.602298077
EIF2AK2,0,0,0,1,0,0,0.412148181,0.703312654,-0.481170963,0.427495584,0.55070269,-0.373876874,0.426176239,0.509070767,-0.367036385,0.427926705,0.459100527,-0.380111448,0.425052631,0.409216242,-0.415912862,0.431961018,0.742283122,1.516460979
DHX57,0,0,0,1,0,0,0.107107471,0.839537972,0.306585357,0.110579166,0.724877283,0.490870348,0.109221212,0.666471629,0.434775409,0.110832847,0.603594097,0.374278169,0.110297173,0.536690954,0.297020591,0.118690596,0.660451161,0.982377292
PPM1B,0,0,0,1,0,0,0.309433848,0.737340148,-0.306838184,0.322050665,0.544233961,-0.404735527,0.325123355,0.492840485,-0.443069691,0.332061875,0.443813048,-0.450864627,0.33983347,0.474161538,-0.11951265,0.355372324,0.592251192,0.824819672
SOCS5,0,0,0,1,0,0,0.058473254,0.926047047,0.594139967,0.061688784,0.727331003,0.498995963,0.063278968,0.706213527,0.566408487,0.062626081,0.642260288,0.5023483,0.06594166,0.603987285,0.521632679,0.068382009,0.58979974,0.750181533
MTHFD2,0,0,0,1,0,0,0.295860212,0.845239882,0.245963647,0.310181566,0.752659623,0.589545453,0.314046373,0.71346027,0.590458369,0.318643126,0.670194489,0.596869054,0.321975276,0.624827887,0.568105102,0.327447319,0.543900906,0.601926753
LIPT1,0,0,0,1,0,0,0.079700087,0.839870427,0.307690432,0.081014105,0.649134831,0.240045455,0.082810203,0.708987341,0.575595913,0.082342137,0.654806628,0.543904278,0.082768811,0.598762317,0.504193526,0.085314385,0.608240831,0.810788142
EPB41L5,0,0,0,1,0,0,0.061527575,0.697481836,-0.165606682,0.064801149,0.494188392,-0.273067375,0.067280946,0.45024959,-0.281395026,0.068456646,0.390183279,-0.332580993,0.072320646,0.32030748,-0.425193279,0.084266107,0.600608267,0.785703735
SPOPL,0,0,0,1,0,0,0.025944987,0.848766499,0.337260817,0.025777895,0.672748871,0.318244523,0.026079492,0.599428473,0.212715131,0.026604556,0.524668303,0.112860209,0.026688393,0.452195712,0.015004435,0.029253078,0.662028276,0.987560478
RBM43,0,0,0,1,0,0,0.133148188,0.902859654,0.517065491,0.138101523,0.730342243,0.508967834,0.135881529,0.669143201,0.443624188,0.134697316,0.626166064,0.449041021,0.134253277,0.565702586,0.393851473,0.137604749,0.562355926,0.659987487
ACVR1C,0,0,0,1,0,0,0.023831246,0.73580237,-0.038229918,0.02637034,0.746181758,0.561421174,0.026097423,0.675575352,0.464928753,0.026230812,0.616556725,0.417212976,0.026150751,0.57078827,0.410825745,0.026372697,0.59735963,0.775027096
AC093388.3,0,0,0,1,0,0,0.018733028,1.31610694,1.890692033,0.022549329,1.201889945,2.070521475,0.023626358,1.071056873,1.774842282,0.023314669,0.982329619,1.628725695,0.024776545,0.974551623,1.758449422,0.031329054,0.843628214,1.584388332
CARF,0,0,0,1,1,1,0.194274275,0.874420653,0.422534762,0.201417475,0.715521723,0.459888945,0.205465543,0.721703835,0.617715472,0.210239757,0.673103525,0.604507246,0.211495992,0.61644053,0.56319734,0.222767128,0.578523298,0.713121525
AC007383.3,0,0,0,1,0,0,0.014324001,1.306199939,1.85776134,0.01608565,1.118061663,1.792919954,0.017783768,1.424741153,2.946315023,0.019172703,1.309814415,2.713420606,0.022895634,1.221867292,2.583904358,0.032253935,1.013525354,2.14275496
CREB1,0,0,0,1,0,0,0.475682393,0.792204308,-0.025753078,0.49357005,0.658107672,0.13849156,0.497749869,0.656073327,0.321620215,0.502446468,0.613907679,0.336363659,0.508948159,0.56285187,0.285256212,0.516380164,0.655160117,1.114827348
FANCD2,0,0,0,1,0,0,0.096014095,0.464153875,-0.941184629,0.100976836,0.299904088,-0.916449498,0.104335942,0.296784803,-0.789700952,0.108003324,0.260068101,-0.763548393,0.111869327,0.238932625,-0.696794651,0.134940745,0.585045262,0.734555949
RAF1,0,0,0,1,0,0,0.458476462,0.805842172,0.044117681,0.470648799,0.650829769,0.1037728,0.475163421,0.58716642,-0.001185025,0.473208073,0.523043215,-0.084173283,0.483563498,0.544293106,0.200556905,0.498028993,0.566137437,0.704436288
OSBPL10,0,0,0,1,0,0,0.023027008,1.160188928,1.372423367,0.021411377,0.906961137,1.093850077,0.022451473,0.827288964,0.967434439,0.022261235,0.76557063,0.910776727,0.021210337,0.717187848,0.899457357,0.027574349,0.679156007,1.043850733
ABHD5,0,0,0,1,0,0,0.054056753,0.897460803,0.499119806,0.050883374,0.673233612,0.319849765,0.050145542,0.622292419,0.288445073,0.048841783,0.558089077,0.223556472,0.049404922,0.509109579,0.204963416,0.050983519,0.977870045,2.025573854
ZNF852,0,0,0,1,0,0,0.016724267,0.526698547,-0.733287262,0.017676008,0.375064404,-0.66755238,0.017420843,0.323216697,-0.702153256,0.021195927,0.542572916,0.172163856,0.022160493,0.529223589,0.272097085,0.025333844,0.713566383,1.15694037
LMOD3,0,0,0,1,0,0,0.035013543,0.851876728,0.347599161,0.037284338,0.669405023,0.307171205,0.038468215,0.645531046,0.36541603,0.039717627,0.57874396,0.291969561,0.041338932,0.543043506,0.318223233,0.045619648,0.709334856,1.143033465
FOXP1,0,0,0,1,0,0,0.40141704,0.819252684,0.112823648,0.425772525,0.677058802,0.228896687,0.438925583,0.658872856,0.334735046,0.454032909,0.646514834,0.487275385,0.465442186,0.618181058,0.537770006,0.491776988,0.561921662,0.685001728
RYBP,0,0,0,1,0,1,0.130274661,0.889415379,0.472376963,0.135371063,0.740295114,0.541927261,0.137055226,0.691566946,0.517896097,0.136411156,0.683827422,0.640026931,0.138313499,0.616696302,0.564051019,0.143869337,0.573016042,0.695021939
RP11-451B8.1,0,0,0,1,0,0,0.021866495,0.880563122,0.442952219,0.025365945,0.703336363,0.41953652,0.027604075,0.630021256,0.314044517,0.029859261,0.589374229,0.327179133,0.030410558,0.541096562,0.311724999,0.033331077,0.613188133,0.827047439
ZNF80,0,0,0,1,0,0,0.030957096,0.839140732,0.305264941,0.030011847,0.66765992,0.301392209,0.029536557,0.611151775,0.251545043,0.030280627,0.56214148,0.236978838,0.030650014,0.525813867,0.260716601,0.031327424,0.551037688,0.62279012
B4GALT4,0,0,0,1,0,0,0.069550517,0.779772543,0.107926147,0.068933824,0.590145722,0.04470009,0.069433857,0.53608233,0.002900095,0.071289139,0.586787799,0.31861236,0.072873714,0.594014256,0.488346124,0.075865193,0.629798967,0.881638916
POGLUT1,0,0,0,1,0,0,0.181570904,0.815474225,0.226597897,0.18838267,0.691282871,0.379620785,0.188518349,0.65057537,0.382123835,0.18703075,0.578994836,0.292800513,0.192300033,0.549019861,0.338170255,0.204267969,0.991702435,2.071033978
RP11-299J3.8,0,0,0,1,1,0,0.039003795,0.868561742,0.403059847,0.040634865,0.687345352,0.366581493,0.043364129,0.745437375,0.69632568,0.046239278,0.656320101,0.548917201,0.051997231,0.593523598,0.486708478,0.0635936,0.576940533,0.707919773
MYLK,0,0,0,1,0,0,0.046951116,0.483680603,-0.876278133,0.05105837,0.356096807,-0.730364517,0.051169732,0.295530525,-0.793855372,0.052510792,0.293362674,-0.653270133,0.052610899,0.232303528,-0.718920306,0.059458592,0.575655815,0.703697549
MCM2,0,0,0,1,0,0,0.389156486,0.804623076,0.037871895,0.394066178,0.698844996,0.332826299,0.3947333,0.666057284,0.368391627,0.403494425,0.639328145,0.45401411,0.408217871,0.610119403,0.500977869,0.421897419,0.545483175,0.609220951
IFT80,0,0,0,1,0,0,0.099222029,0.806483225,0.196711975,0.096424049,0.596768133,0.066630534,0.100131732,0.565778176,0.101258647,0.102946175,0.514124414,0.077936747,0.103440033,0.478070236,0.101364725,0.114976576,0.559876749,0.651839679
TRIM59,0,0,0,1,0,0,0.155778339,0.926151036,0.594485625,0.164242608,0.68395666,0.355359672,0.16818066,0.645647435,0.365801534,0.177346415,0.598434557,0.357188743,0.190328295,0.575646049,0.427039346,0.239529456,0.572278436,0.692597799
RP11-379K17.12,0,0,0,1,0,0,0.00726262,0.49406093,-0.841774113,0.012121544,0.372600777,-0.675710802,0.012090567,0.336631838,-0.657719641,0.014786711,0.549373591,0.194689047,0.015475903,0.546892403,0.331069531,0.027144245,0.740558036,1.245648386
FAM131A,0,0,0,1,0,0,0.068681228,0.845970565,0.327967181,0.067017508,0.612025253,0.117155244,0.067179903,0.579992352,0.148338829,0.068318461,0.537489772,0.155327471,0.069119795,0.614442626,0.556529022,0.073954919,0.927401867,1.859710282
RP11-480A16.1,0,0,0,1,0,0,0.021359919,0.677188934,-0.233059922,0.030443205,0.645095653,0.226669515,0.035787543,0.606483134,0.236081573,0.039726163,0.544494302,0.178527868,0.044752128,0.454632939,0.023139064,0.076633835,0.593066505,0.760917749
RP11-572O17.1,0,0,0,1,0,0,0.047073353,0.907406332,0.532178566,0.049521681,0.68245238,0.350378175,0.04801869,0.629252078,0.311496849,0.04943007,0.583363243,0.307269546,0.051013986,0.516098307,0.228289394,0.060573364,0.688909368,1.075905137
LETM1,0,0,0,1,0,0,0.509451833,0.793060763,-0.02136521,0.51460819,0.615748386,-0.063580641,0.521872994,0.582602906,-0.02256352,0.534957603,0.558482929,0.079848032,0.550382369,0.564541504,0.292967439,0.592832918,0.677153016,0.756301418
COX18,0,0,0,1,0,0,0.097195934,0.869909503,0.40753978,0.10025432,0.694676463,0.390858832,0.102395387,0.629103751,0.31100556,0.102218094,0.56054624,0.231695086,0.105775718,0.517725802,0.233721415,0.113503047,0.562651698,0.660959543
CNOT6L,0,0,0,1,0,0,0.188584685,0.810901713,0.21139895,0.187894016,0.637587911,0.201807256,0.191204722,0.597901383,0.207657104,0.192446782,0.57077867,0.265586935,0.197464449,0.512078281,0.214871923,0.209698744,0.821259602,1.510873929
SLC39A8,0,0,0,1,0,0,0.47410567,0.89006634,0.475622672,0.481568748,0.723513727,0.450506865,0.483571811,0.686742696,0.465295692,0.489017893,0.652978196,0.517188979,0.490945285,0.604314345,0.474484489,0.496668501,0.555692301,0.656284621
MANBA,0,0,0,1,0,0,0.106630219,0.809551685,0.20691148,0.110781779,0.667615276,0.301244366,0.112495131,0.611406928,0.252390159,0.113681161,0.553646473,0.208841683,0.114412773,0.497420674,0.165949856,0.125665963,0.687280011,1.070550257
USP53,0,0,0,1,0,0,0.01760133,0.684753023,-0.207917027,0.019188003,0.564592334,-0.039921225,0.019456218,0.526857152,-0.02765553,0.021447238,0.746123962,0.846365488,0.02329984,0.791994931,1.14913776,0.025199395,0.643804797,0.92766905
GALNT7,0,0,0,1,0,0,0.367021076,0.853065412,0.286056121,0.369693204,0.698042043,0.328995865,0.377221273,0.675098873,0.410748372,0.387961886,0.64166098,0.464810884,0.400075903,0.6308469,0.595574939,0.412330517,0.553017415,0.643953498
CTD-2256P15.2,0,0,0,1,0,0,0.025636262,0.549614307,-0.657115689,0.025127296,0.378955945,-0.654665345,0.024753241,0.331583264,-0.674441522,0.025298848,0.381284925,-0.362054114,0.02539175,0.323105725,-0.415853694,0.027066254,0.669187219,1.011088331
AC025171.1,0,0,0,1,0,0,0.039716439,0.773888088,0.088366325,0.047082384,0.656693198,0.265075365,0.046076869,0.597814577,0.207369585,0.049482735,0.558716286,0.225633914,0.052888291,0.514646942,0.223445234,0.072218468,0.637230596,0.906062951
FAM174A,0,0,0,1,0,0,0.07509578,0.87405882,0.421332036,0.07693389,0.663606982,0.287970703,0.077971998,0.614991357,0.264262502,0.079099165,0.567194101,0.253714126,0.078118537,0.509585522,0.206551951,0.082659002,0.598365168,0.778331794
STARD4-AS1,0,0,0,1,0,0,0.458474452,0.890917344,0.479982616,0.475606096,0.720428788,0.435790366,0.481875779,0.684362488,0.454145232,0.485091694,0.65320284,0.518228668,0.486203311,0.613572843,0.516738834,0.483528424,0.568330505,0.714546243
AFF4,0,0,0,1,0,0,0.302531498,0.868725822,0.366288971,0.314984439,0.683889859,0.261483795,0.318169122,0.658407779,0.332556321,0.319396955,0.606628868,0.302676023,0.322682374,0.568911101,0.3129096,0.329506009,0.595014162,0.837556856
RP11-215P8.3,0,0,0,1,0,0,0.013761042,1.188560628,1.466730389,0.018460215,0.910571208,1.105805003,0.019366892,0.817697698,0.935666254,0.020020968,0.722610621,0.768484615,0.023250726,0.709313345,0.873174963,0.031857972,0.564035114,0.665506136
SPARC,0,0,0,1,0,0,0.011378761,1.649397883,2.998545133,0.011090141,1.226622278,2.152423823,0.013004588,1.863352728,4.399083877,0.016124787,2.658996217,7.182179618,0.022174901,3.445104482,10.00430807,0.025677024,3.739649025,11.10215525
RP11-524N5.1,0,0,0,1,0,0,0.035769433,0.87138535,0.41244547,0.039991705,0.675272003,0.3266,0.041066942,0.611511761,0.252737385,0.045672103,0.561052984,0.233373523,0.047572308,0.494251106,0.155370926,0.055754514,0.554594441,0.634479382
EBF1,0,0,0,1,0,0,0.070059859,0.636781233,-0.367374394,0.070784988,0.494173368,-0.273117127,0.071967362,0.464217931,-0.235129102,0.07525037,0.459897755,-0.101672754,0.079132901,0.422728629,-0.083346587,0.084695254,0.576358167,0.706005827
HIVEP1,0,0,0,1,0,0,0.022062778,1.108478787,1.200539791,0.02233217,0.848823742,0.901325204,0.022329731,0.780165457,0.811352002,0.02214776,0.70988081,0.726320944,0.023389453,0.623643646,0.587238873,0.0298287,0.72430752,1.192241097
U91328.19,0,0,0,1,0,0,0.029855028,0.520275289,-0.754638056,0.030930785,0.341290964,-0.779394802,0.031369645,0.304718022,-0.763424552,0.031518217,0.250628408,-0.794814539,0.035848006,0.620269365,0.57597668,0.037868295,0.548508957,0.614479451
