HVG,seq30K,seq50K,seq60K,seq75K,seq100K,seq250K,seq30K_gene.mean,seq30K_gene.dispersion,seq30K_gene.dispersion.scaled,seq50K_gene.mean,seq50K_gene.dispersion,seq50K_gene.dispersion.scaled,seq60K_gene.mean,seq60K_gene.dispersion,seq60K_gene.dispersion.scaled,seq75K_gene.mean,seq75K_gene.dispersion,seq75K_gene.dispersion.scaled,seq100K_gene.mean,seq100K_gene.dispersion,seq100K_gene.dispersion.scaled,seq250K_gene.mean,seq250K_gene.dispersion,seq250K_gene.dispersion.scaled
HIST1H1E,0,0,0,1,0,0,0.178668737,0.872060783,0.414690598,0.170608654,0.691593786,0.380650393,0.172506419,0.695996896,0.532568971,0.170921954,0.642981517,0.504737153,0.167132847,0.584315204,0.455974014,0.163505564,0.573626608,0.697028564
HIST1H3E,0,0,0,1,0,0,0.025224043,0.903866616,0.520412615,0.026686657,0.739639375,0.539755748,0.028836356,0.703377332,0.557014446,0.030817053,0.659153348,0.558301482,0.03099471,0.600091886,0.50863117,0.032737668,0.575870133,0.704401903
ZNF322,0,0,0,1,0,0,0.196808554,0.795113594,0.158919524,0.190954649,0.592544388,0.052643391,0.189663705,0.534320177,-0.002936507,0.186791712,0.476850326,-0.04552246,0.185651561,0.418404166,-0.097780163,0.187967935,0.66866929,1.009386159
HIST1H4J,0,0,0,1,0,0,0.023981397,0.678403403,-0.229023049,0.027308076,0.448161812,-0.425486682,0.031991862,0.38560966,-0.495495343,0.0384452,0.37301165,-0.38945685,0.045073439,0.33097694,-0.389582276,0.073755386,0.560916987,0.655258419
HCG27,0,0,0,1,0,0,0.017463823,0.674127363,-0.243236532,0.016768244,0.452100713,-0.412442814,0.017512992,0.375658987,-0.528453953,0.019750937,0.615041897,0.412195563,0.022443494,0.81054602,1.211054936,0.026417287,0.697902654,1.105461553
LY6G5C,0,0,0,1,0,0,0.038424637,0.688419439,-0.195729927,0.037503239,0.627375798,0.167989337,0.037275507,0.580393508,0.149667539,0.036559864,0.526146599,0.117756621,0.037441785,0.480558363,0.109669242,0.041168653,0.608017238,0.810053305
UNC5CL,0,0,0,1,0,0,0.06763253,0.881597232,0.446389582,0.064885668,0.692286186,0.38294331,0.065448114,0.619173805,0.278115602,0.06603422,0.58372537,0.308468985,0.065121954,0.526088498,0.261633228,0.06934992,0.56866647,0.680727081
FRS3,0,0,0,1,0,0,0.02234396,0.658567165,-0.294958349,0.020586554,0.462380944,-0.378399317,0.020799528,0.434917091,-0.332179317,0.022459813,0.408281753,-0.272635239,0.023120891,0.357787458,-0.300097957,0.025865376,0.623452958,0.860782769
TMEM63B,0,0,0,1,0,0,0.036952914,0.709984072,-0.124049474,0.03460049,0.535338517,-0.136796693,0.034447256,0.493730943,-0.137376131,0.033543021,0.440881487,-0.164658424,0.035098758,0.420316485,-0.091397499,0.040495207,0.595012074,0.767311856
FBXO9,0,0,0,1,0,0,0.244135661,0.753653014,0.021105304,0.245475017,0.557394513,-0.063757166,0.245556688,0.510509134,-0.081803419,0.242107161,0.455262115,-0.117026919,0.241291954,0.426216048,-0.071706779,0.246168864,0.588523955,0.745988667
DST,0,0,0,1,0,0,0.174283917,0.889640336,0.473124715,0.186164036,0.70563563,0.42715066,0.191930139,0.68162627,0.484970598,0.191172775,0.631648064,0.467198497,0.193300611,0.595174885,0.492219906,0.211018657,0.568239124,0.679322607
PNISR,0,0,0,1,0,0,1.839977677,1.279037227,0.260313948,1.831977914,1.13545813,0.228273431,1.824829337,1.103834655,0.232089963,1.815250224,1.058194697,0.213962498,1.805620162,1.025603239,0.362951025,1.78108798,0.987458594,0.637839495
CEP85L,0,0,0,1,0,0,0.246389067,0.904513744,0.522563656,0.246842758,0.71917726,0.47199444,0.246440581,0.695789564,0.531882248,0.247130455,0.656246802,0.548674419,0.250047488,0.610872486,0.544613119,0.25720102,0.553725753,0.631624441
SAMD3,0,0,0,1,0,0,0.014639749,0.896556573,0.496114162,0.018536153,0.790820248,0.709243751,0.020894769,0.800670487,0.879268743,0.022358368,0.73403942,0.806339074,0.022878345,0.688582158,0.803981368,0.028882641,0.569164357,0.682363383
STX7,0,0,0,1,0,0,0.035210266,0.786095328,0.12894297,0.038444642,0.572375967,-0.014145337,0.038140894,0.517114151,-0.05992629,0.040098318,0.468641526,-0.072711642,0.039788099,0.408738129,-0.130042083,0.044128292,0.574593943,0.700207709
IFNGR1,0,0,0,1,0,0,0.123895027,0.843667043,0.320310315,0.123550373,0.682482516,0.350477972,0.12678851,0.655819936,0.399494881,0.126323053,0.589753457,0.328435211,0.130176809,0.602186449,0.515622105,0.138111006,0.621939026,0.855807234
RP11-545I5.3,0,0,0,1,0,0,0.031552833,0.779318145,0.106415736,0.030465548,0.637003946,0.199873428,0.029735953,0.577995351,0.141724363,0.029309374,0.53510778,0.147437838,0.029914216,0.528111195,0.268384296,0.03406186,0.69876538,1.108296902
SUMO4,0,0,0,1,0,0,0.021852347,0.674642668,-0.241523666,0.023054191,0.583022706,0.02111187,0.022802441,0.535551573,0.001142124,0.024039258,0.477596744,-0.043050174,0.0250366,0.450626914,0.009768324,0.032234789,0.550973407,0.622578863
TCTE3,0,0,0,1,1,1,0.052683556,0.857313772,0.365671799,0.053011582,0.671063902,0.312664662,0.05745786,0.731551143,0.650331716,0.057211045,0.671815681,0.600241651,0.060927696,0.60356508,0.520223501,0.068574216,1.078140245,2.355111676
OSBPL3,0,0,0,1,0,0,0.060627524,0.834784036,0.290783361,0.067450465,0.745192218,0.558144264,0.068757132,0.677496294,0.471291296,0.068511211,0.611653221,0.400971594,0.071226715,0.581152812,0.445419035,0.082725691,0.613501165,0.82807622
AMPH,0,0,0,1,0,0,0.006385524,1.143906999,1.31830253,0.008966531,0.804959258,0.756065786,0.009288138,0.723899895,0.624989261,0.012665402,0.61946454,0.426844239,0.016592554,0.825199708,1.259963923,0.029059362,0.580142286,0.718442328
MTERF1,0,0,0,1,0,0,0.073788643,0.845470157,0.326303834,0.07045593,0.61999224,0.143538318,0.074144097,0.578062909,0.141948129,0.07520737,0.531318941,0.134888448,0.074903842,0.472826169,0.083861828,0.08200709,0.544306642,0.600668549
LMTK2,0,0,0,1,0,0,0.016215108,0.674194508,-0.243013341,0.021062669,0.467192523,-0.362465535,0.020459707,0.410100374,-0.414377224,0.021522357,0.361887071,-0.426303672,0.021508896,0.306942056,-0.469802481,0.02690746,0.808308336,1.468309619
POLR2J2,0,0,0,1,0,0,0.100649611,0.735368185,-0.039673139,0.116944429,0.575995317,-0.002159678,0.125796816,0.513435263,-0.072111499,0.137997361,0.514054455,0.077705029,0.154893096,0.430971459,-0.055834848,0.216880409,0.611677092,0.822081409
CPA4,0,0,0,1,0,0,0.020493453,1.662608604,3.042457332,0.024271769,1.521696159,3.129575639,0.023766241,1.463685215,3.075305513,0.024850993,1.35085364,2.849350699,0.024710902,1.284473966,2.792863976,0.025679518,1.309691058,3.116102986
TCAF2,0,0,0,1,0,0,0.018516412,0.42475555,-1.072143951,0.022848054,0.465516158,-0.368016903,0.022871407,0.410091801,-0.414405619,0.022248281,0.361128014,-0.42881782,0.022415161,0.29670943,-0.503955482,0.029438133,0.547414223,0.61088161
RP11-706O15.1,0,0,0,1,0,0,0.190570736,0.754542205,0.024060958,0.202759899,0.602141729,0.084425465,0.205139802,0.54344069,0.02727245,0.206683053,0.508483733,0.059253688,0.205412073,0.450348535,0.008839189,0.222044455,0.556029595,0.639196015
ZNF182,0,0,0,1,0,0,0.06672343,0.893690029,0.486585821,0.066759057,0.660648473,0.278173454,0.069114926,0.677993742,0.472938942,0.068826501,0.623480656,0.440146415,0.072674357,0.596967696,0.498203694,0.08198654,0.902161265,1.776757091
SYP,0,0,0,1,0,0,0.018291393,0.696529715,-0.168771514,0.020551879,0.495981152,-0.26713056,0.02114555,0.535206785,1.17E-07,0.02261094,0.51362586,0.076285437,0.023069668,0.454411972,0.022401551,0.026597706,0.575545246,0.703334164
MAGEH1,0,0,0,1,0,0,0.35810595,0.870851374,0.377178796,0.357821883,0.729403533,0.478603799,0.35784919,0.681742801,0.441872899,0.357586084,0.634907239,0.433553364,0.35745072,0.613687031,0.517259969,0.349607411,0.575795931,0.748961566
TSIX,0,0,0,1,0,0,0.016590428,1.042152777,0.980073325,0.018481088,0.776658686,0.662347036,0.0206554,0.808031258,0.903649081,0.021265845,0.747245407,0.850079936,0.023522211,0.663292489,0.719573122,0.040820018,0.632275181,0.889776988
MAGEE1,0,0,0,1,0,0,0.032892222,0.807284481,0.199375335,0.034286828,0.597867634,0.070271585,0.033863294,0.555644376,0.067693486,0.034753355,0.507489087,0.05595922,0.034652467,0.4405632,-0.023820904,0.037852816,0.679410906,1.044688458
ZNF280C,0,0,0,1,0,0,0.032443357,0.588135497,-0.529071945,0.030448363,0.425889655,-0.499242033,0.030415422,0.357589547,-0.588303535,0.030861095,0.304566594,-0.616160518,0.032444348,0.316673267,-0.437323037,0.041429083,0.711435471,1.14993713
XX-FW83563B9.5,0,0,0,1,0,0,0.063039771,0.824599439,0.256929944,0.06042757,0.673842492,0.321866101,0.05824021,0.623198679,0.291446786,0.059706369,0.632797617,0.471006045,0.060887654,0.601922193,0.514740108,0.061357344,0.629078044,0.879269602
RP11-115C21.2,0,0,0,1,0,0,0.092537903,0.721888039,-0.084480902,0.091019411,0.509171103,-0.223451382,0.089441469,0.467170585,-0.225349321,0.088038657,0.406143266,-0.279718336,0.089422322,0.353156373,-0.315554933,0.098613367,0.741779924,1.249664117
MCM4,0,0,0,1,0,0,0.300430493,0.669229463,-0.655789101,0.313381834,0.590219745,-0.18536335,0.318803574,0.568254274,-0.089781943,0.322406532,0.535707084,-0.02556264,0.331481627,0.520342372,0.091249483,0.359487605,0.61858387,0.946212283
PAG1,0,0,0,1,1,1,0.921834568,1.034242996,0.418696318,0.924920523,0.896086213,0.422613189,0.930546284,0.930052962,0.610654053,0.931271674,0.899712097,0.609263326,0.936144064,0.870477639,0.579915456,0.953715593,0.805780859,0.618612289
CCNE2,0,0,0,1,0,0,0.12865619,0.746848524,-0.001512699,0.138245099,0.621449071,0.148362685,0.14398272,0.607799689,0.240442265,0.151695084,0.606708897,0.384595007,0.157759418,0.580279655,0.442504735,0.170279742,0.549847139,0.618877384
TP53INP1,0,0,0,1,0,0,0.172587066,0.826382163,0.262855684,0.177740586,0.687323825,0.366510206,0.178077746,0.671831221,0.452527445,0.181551468,0.639760734,0.494069278,0.190115153,0.619690286,0.574043912,0.196226022,0.54896828,0.615989014
ATAD2,0,0,0,1,0,0,0.289784966,0.783872141,-0.068441199,0.302204327,0.682841481,0.25648258,0.30947548,0.656056968,0.321543575,0.316032225,0.632539603,0.422595526,0.321618428,0.616657198,0.530815348,0.331376396,0.561722867,0.684085293
ZC3H3,0,0,0,1,0,0,0.131214268,0.726044769,-0.070664007,0.142966632,0.57357998,-0.010158188,0.146385561,0.525921934,-0.030753158,0.152096421,0.482535164,-0.026693144,0.155715588,0.434909712,-0.042690308,0.167433128,0.580788904,0.720567437
ZNF16,0,0,0,1,0,0,0.072822079,0.604937434,-0.473222608,0.073060943,0.63314831,0.187105296,0.073773285,0.659114208,0.410406169,0.07059731,0.475599875,-0.049664202,0.071943714,0.535785991,0.294000134,0.077666378,0.96054137,1.968623196
NMRK1,0,0,0,1,0,0,0.321163101,0.889201918,0.471193987,0.318837122,0.695845901,0.318519311,0.318945798,0.638736184,0.240401639,0.319356549,0.611933669,0.327227588,0.319196197,0.573150055,0.332255523,0.321084695,0.548378303,0.622567376
SEMA4D,0,0,0,1,0,0,0.358608119,0.899050525,0.521651275,0.364324778,0.728411678,0.47387222,0.367381702,0.6880591,0.471462594,0.370795081,0.632661732,0.423160759,0.381478234,0.607955386,0.491101633,0.40321847,0.621344427,0.958938341
MIR181A2HG,0,0,0,1,0,0,0.087227557,0.923271703,0.584914772,0.08864199,0.723371151,0.485882717,0.090700475,0.659099995,0.41035909,0.091080895,0.608308502,0.389893216,0.096649529,0.575891422,0.427858318,0.106262744,0.580793385,0.720582163
RP11-56D16.8,0,0,0,1,0,0,0.033809397,0.807698546,0.20075168,0.033149082,0.607987671,0.10378459,0.03459435,0.580456235,0.149875303,0.033923849,0.529854966,0.130039469,0.032600168,0.479016545,0.104523182,0.034822526,0.659714262,0.979955475
RP11-228B15.4,0,0,0,1,0,0,0.018802993,0.810555237,0.21024727,0.019683461,0.771979401,0.646851351,0.020852367,0.673167208,0.4569525,0.023863264,0.583723979,0.308464377,0.024209134,0.539038681,0.3048565,0.033218909,0.822312022,1.514332707
NALT1,0,0,0,1,0,0,0.04326663,0.853840766,0.35412759,0.050408588,0.714726157,0.45725439,0.052979138,0.648919519,0.376639326,0.055366191,0.654112014,0.541603578,0.060769983,0.59843539,0.503102355,0.077799695,0.673804835,1.026264119
PKP3,0,0,0,1,0,0,0.036977453,0.860567634,0.376487578,0.040367909,0.75752944,0.598999587,0.040767045,0.710461792,0.580479586,0.039660326,0.656241962,0.54865839,0.03930711,0.610716253,0.544091667,0.040433362,0.549865469,0.618937624
SLC22A18,0,0,0,1,0,0,0.088278619,0.766416039,0.063529368,0.097176819,0.720136418,0.475170736,0.096351494,0.655766645,0.399318372,0.091330048,0.498062217,0.024735549,0.09402483,0.624446309,0.589917886,0.096225526,0.848408894,1.600100028
TRIM21,0,0,0,1,0,0,0.124313851,0.871060262,0.411364882,0.121758347,0.709039514,0.438422788,0.123773864,0.697943675,0.539017092,0.124340112,0.633781335,0.474264315,0.125693261,0.563563695,0.386712591,0.129925982,0.704497863,1.127136696
FAM111A,0,0,0,1,0,0,0.347228585,0.831449391,0.175310936,0.354844463,0.696425012,0.321281921,0.356909094,0.663568191,0.356731083,0.356949194,0.619128774,0.360527814,0.355432539,0.583193707,0.37809319,0.364979595,0.55643901,0.659726919
VEGFB,0,0,0,1,0,0,0.100215942,0.60980747,-0.457034699,0.105585311,0.717869343,0.467663205,0.106803395,0.650035304,0.380335029,0.105020128,0.58301556,0.306117951,0.10401981,0.541118447,0.311798045,0.110674117,0.621378042,0.853963561
SAC3D1,0,0,0,1,0,0,0.210421316,0.689192062,-0.193161743,0.257302619,0.575202961,-0.004783604,0.275769114,0.640939669,0.350208478,0.299067074,0.668394775,0.588539655,0.331883181,0.620041859,0.546262413,0.412946508,0.547816009,0.619975221
AP5B1,0,0,0,1,0,0,0.033671737,0.775165743,0.092613227,0.033316495,0.557603513,-0.063065052,0.033834449,0.504424761,-0.101956074,0.033953838,0.454591299,-0.119248793,0.0336286,0.387488679,-0.200965461,0.039067477,0.709874686,1.144807613
RAD9A,0,0,0,1,0,0,0.359983004,0.846862374,0.254276148,0.369304726,0.695649452,0.317582166,0.373977909,0.667362878,0.374507889,0.374663795,0.613336913,0.333722051,0.381137464,0.581187501,0.368937178,0.384703541,0.565807097,0.70291343
ACY3,0,0,0,1,0,0,0.153692665,0.855028047,0.35807409,0.158498298,0.722028779,0.481437384,0.158770048,0.677130969,0.470081266,0.158684871,0.642927317,0.504557633,0.158194934,0.604340204,0.522810599,0.167733471,0.614131481,0.830147753
CD3G,0,0,0,1,0,0,1.778466232,1.238225288,0.185232562,1.774364424,1.123567664,0.206621169,1.774085391,1.093787379,0.214006985,1.778956349,1.061896458,0.220504797,1.789165664,1.042406885,0.39667997,1.829241629,1.033680221,0.746831023
HINFP,0,0,0,1,0,0,0.141618887,0.814927683,0.224781202,0.142596612,0.738649482,0.53647767,0.143194814,0.694818325,0.52866531,0.145865953,0.666256404,0.581828217,0.148465132,0.610706539,0.544059243,0.159374123,0.559867643,0.651809752
ARL5B,0,0,0,1,0,0,0.137465761,0.77926511,0.106239448,0.143544681,0.563588699,-0.04324481,0.144628557,0.509150565,-0.086303273,0.149343374,0.439878937,-0.167979068,0.150956587,0.383276879,-0.215023008,0.16927449,0.790930077,1.411196005
RP11-573G6.8,0,0,0,1,0,0,0.022021001,0.645738336,-0.337601145,0.02479845,0.519018835,-0.190840128,0.0252918,0.472571756,-0.207459568,0.026385942,0.513398788,0.075533329,0.02722851,0.43603304,-0.038941026,0.033484016,0.585573139,0.736290814
AGAP9,0,0,0,1,0,0,0.015105657,0.67184801,-0.250813059,0.017477517,0.515395438,-0.202839187,0.018906811,0.439142599,-0.318183593,0.019734222,0.467764876,-0.075615283,0.02121352,0.401724693,-0.153450527,0.026537839,0.707819422,1.138052993
RP11-464F9.20,0,0,0,1,0,0,0.073623613,0.87147002,0.412726911,0.076475416,0.712032509,0.44833424,0.073729355,0.654743622,0.395929918,0.077529724,0.643676998,0.507040725,0.079558388,0.589911397,0.474652187,0.0869054,0.617857981,0.842394888
NUTM2B-AS1,0,0,0,1,0,0,0.155102295,0.756079915,0.029172279,0.179062075,0.665740094,0.295034609,0.187661458,0.712162701,0.586113336,0.198940205,0.632105751,0.468714449,0.212377169,0.575329542,0.425982956,0.258639673,0.587801901,0.743615637
RP11-77P6.2,0,0,0,1,0,0,0.017350633,1.041755226,0.978751873,0.02142972,0.997016931,1.392074311,0.022984897,0.928336843,1.30212513,0.023635528,0.839370561,1.155216805,0.023002293,0.774866665,1.091969478,0.026987289,0.678854836,1.042860936
ZNF518A,0,0,0,1,0,0,0.426394123,0.880423699,0.426220608,0.428039994,0.74507826,0.553379059,0.426239483,0.701993502,0.536740491,0.427287715,0.636582988,0.44130903,0.429833703,0.575000682,0.340701497,0.429252162,0.604211193,0.879954807
AFAP1L2,0,0,0,1,0,0,0.028970513,0.827202785,0.265583419,0.02969231,0.651561197,0.248080486,0.030414021,0.601927736,0.220993188,0.02968045,0.558135406,0.223709924,0.031847346,0.540780269,0.310669323,0.035546719,0.599983808,0.783651453
LINC00959,0,0,0,1,0,0,0.02699438,0.867857953,0.400720465,0.026208391,0.656060078,0.262978755,0.026308444,0.601574796,0.21982418,0.027279412,0.577743347,0.288655332,0.028540258,0.512541742,0.2164188,0.031942637,0.674880006,1.029797664
AC091814.2,0,0,0,1,0,0,0.123255036,0.850212961,0.342068831,0.131775472,0.720979854,0.477963819,0.136691243,0.661164419,0.417196875,0.140829515,0.609310293,0.393211347,0.148851776,0.613834395,0.554498957,0.173776638,0.566883,0.674865709
LRMP,0,0,0,1,0,0,0.368221658,0.856065581,0.301426864,0.390158248,0.709674768,0.384489019,0.394115195,0.661754512,0.348234619,0.402346503,0.642757085,0.469883854,0.415334743,0.615321489,0.524719379,0.465176726,0.626719407,0.983716789
ITPR2,0,0,0,1,0,0,0.359525317,0.763560699,-0.172502645,0.359291747,0.646476873,0.083007597,0.360334412,0.611500174,0.11281027,0.359438879,0.583626783,0.196218272,0.356630767,0.543008487,0.194694103,0.353915368,0.608755197,0.900902486
RP11-50I19.2,0,0,0,1,0,0,0.01662972,0.790231736,0.142692316,0.020556241,0.895622543,1.056301758,0.021212262,0.81804179,0.936805957,0.021835088,0.743083127,0.836293636,0.021847963,0.669868687,0.741522216,0.025974969,0.578424558,0.712797018
IRAK4,0,0,0,1,0,0,0.21114218,0.821310441,0.245997372,0.227771485,0.692101872,0.382332947,0.233000197,0.639911119,0.346801712,0.237707482,0.608050588,0.389038955,0.243598196,0.571398538,0.412862609,0.274536032,0.580711972,0.720314599
RP11-493L12.4,0,0,0,1,0,1,0.0181364,1.044186158,0.986832248,0.023012344,0.743431324,0.552312976,0.023467904,0.686817141,0.502163797,0.025442676,0.703230532,0.704293897,0.029613451,0.603832873,0.521117302,0.047771521,0.806294719,1.46169187
KMT2D,0,0,0,1,0,0,0.137828336,0.756104342,0.029253472,0.141753822,0.607348589,0.10166824,0.144053055,0.55203868,0.055750704,0.148341891,0.524210792,0.111344841,0.152151953,0.472430794,0.082542201,0.16807474,0.643961193,0.928183045
RACGAP1,0,0,0,1,0,0,0.197408105,0.722784553,-0.081500906,0.211325114,0.609534609,0.108907353,0.215004142,0.58538543,0.166201779,0.218875116,0.565326319,0.247527662,0.221522732,0.559704035,0.373830367,0.235388041,0.55542265,0.637201291
METTL7A,0,0,0,1,0,0,0.015889597,0.627443694,-0.398412205,0.018969775,0.415122341,-0.534898529,0.019088392,0.33955721,-0.648030224,0.021338283,0.3721446,-0.392328693,0.021635531,0.32852067,-0.397780466,0.026768655,0.865136613,1.655075645
SCN8A,0,0,0,1,0,0,0.030170444,0.851213821,0.345395669,0.033696598,0.646381287,0.230926958,0.034374375,0.600639286,0.216725586,0.035707014,0.589363019,0.327142003,0.035368632,0.54085537,0.310919983,0.041109247,0.632000421,0.88887399
TESPA1,0,0,0,1,0,0,0.304041346,0.872877223,0.387557809,0.298807324,0.678174179,0.234217519,0.303479722,0.64656741,0.277088251,0.301770324,0.599871531,0.271401862,0.30711465,0.598668604,0.448718208,0.318918641,0.551683408,0.637803781
RDH5,0,0,0,1,1,0,0.116885388,0.854024531,0.354738419,0.122785708,0.700591707,0.410447457,0.125966277,0.720141679,0.612541299,0.123916023,0.659727835,0.560204295,0.123236015,0.604750389,0.524179659,0.122008021,0.562571599,0.660696299
RBMS2,0,0,0,1,0,0,0.028409919,0.635888597,-0.3703415,0.030970915,0.48085899,-0.317208353,0.031071944,0.412527538,-0.406337971,0.031485299,0.392816848,-0.323858088,0.031547304,0.322946215,-0.416386084,0.038210291,0.57560886,0.703543231
GNS,0,0,0,1,0,0,0.059121477,0.876928112,0.430869512,0.059416696,0.630081576,0.176949656,0.059883684,0.568222916,0.109356115,0.06166691,0.513916703,0.077248767,0.061249391,0.455095692,0.024683574,0.072561527,0.716434657,1.166366947
HELB,0,0,0,1,0,0,0.101849212,0.902041726,0.514346713,0.099354375,0.742516934,0.549284928,0.101935067,0.697093354,0.536200659,0.102176083,0.640617242,0.496906203,0.104666993,0.609550355,0.5402003,0.113074841,0.568093773,0.67884491
RAB21,0,0,0,1,0,0,0.167283683,0.89933575,0.505352097,0.172018486,0.681131229,0.346003115,0.172240565,0.629892346,0.313617542,0.177414475,0.588394766,0.323934955,0.182758874,0.579864675,0.441119673,0.195335275,0.677962884,1.039929539
